LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
203212.0,1.0,0.0,0.0,21.0,2.0,-2.0,3.0,0.0,-2.0,-2.0,56985.0,119449.0,-200.0,-212.0,53084.0,78055.0,0.0,0.0,0.0,145246.0,189079.0,269450.0,0.0
152151.0,1.0,0.0,0.0,31.0,1.0,-1.0,-0.0,1.0,-2.0,-2.0,41241.0,61519.0,-200.0,11342.0,30226.0,50872.0,24908.0,0.0,0.0,113148.0,27029.0,102196.0,0.0
10000.0,1.0,2.0,0.0,27.0,-0.0,-2.0,4.0,5.0,-2.0,-2.0,128883.0,121865.0,-200.0,85565.0,-232.0,-331.0,0.0,0.0,0.0,272082.0,0.0,204386.0,0.0
123230.0,1.0,0.0,0.0,21.0,4.0,-2.0,4.0,2.0,-2.0,-2.0,142159.0,55946.0,-200.0,-212.0,-232.0,50233.0,0.0,0.0,0.0,0.0,215922.0,401981.0,0.0
371247.0,1.0,0.0,0.0,26.0,2.0,1.0,0.0,5.0,-2.0,-2.0,151627.0,56635.0,-200.0,41186.0,-232.0,-331.0,0.0,0.0,0.0,37607.0,16941.0,0.0,0.0
10000.0,1.0,0.0,0.0,22.0,2.0,-2.0,2.0,2.0,-2.0,0.0,167191.0,140926.0,-200.0,111842.0,-232.0,-331.0,0.0,0.0,0.0,39411.0,0.0,0.0,0.0
10000.0,1.0,0.0,0.0,28.0,4.0,2.0,3.0,5.0,-2.0,-2.0,32171.0,178727.0,-200.0,61311.0,-232.0,-331.0,0.0,0.0,0.0,415208.0,0.0,0.0,0.0
175973.0,1.0,0.0,1.0,24.0,1.0,-2.0,2.0,-1.0,-2.0,-1.0,-81.0,146461.0,-200.0,-212.0,66864.0,-331.0,0.0,19300.0,0.0,102714.0,80476.0,279893.0,0.0
10000.0,1.0,0.0,0.0,21.0,5.0,-2.0,5.0,-0.0,-2.0,-1.0,41756.0,169714.0,-200.0,172055.0,44482.0,30966.0,44695.0,0.0,0.0,331120.0,0.0,0.0,0.0
10000.0,1.0,0.0,0.0,21.0,7.0,-0.0,2.0,5.0,0.0,-2.0,29827.0,71878.0,-200.0,-212.0,-232.0,55821.0,117425.0,0.0,0.0,16479.0,54903.0,118383.0,0.0
181606.0,1.0,1.0,2.0,29.0,-1.0,-2.0,2.0,2.0,-2.0,-2.0,-81.0,119430.0,-200.0,96264.0,742.0,18089.0,0.0,0.0,0.0,280522.0,0.0,327753.0,0.0
33811.0,1.0,0.0,1.0,21.0,4.0,-2.0,5.0,1.0,-2.0,-2.0,80132.0,40056.0,-200.0,103238.0,8011.0,94012.0,0.0,0.0,0.0,191209.0,90820.0,474986.0,0.0
176983.0,1.0,0.0,0.0,31.0,-0.0,-0.0,-1.0,1.0,-2.0,-1.0,39781.0,64240.0,-200.0,13093.0,25841.0,40031.0,0.0,0.0,0.0,40744.0,0.0,64933.0,0.0
53846.0,1.0,0.0,0.0,25.0,3.0,-2.0,3.0,2.0,-2.0,-2.0,10720.0,143329.0,-200.0,111529.0,12718.0,84519.0,105930.0,0.0,0.0,434638.0,19671.0,0.0,0.0
272558.0,1.0,0.0,0.0,26.0,1.0,-1.0,0.0,0.0,-2.0,-2.0,31562.0,63756.0,-200.0,8342.0,63135.0,52230.0,3479.0,0.0,0.0,79887.0,29849.0,109245.0,0.0
10000.0,1.0,0.0,0.0,24.0,2.0,-2.0,2.0,1.0,-2.0,-1.0,67732.0,98552.0,-200.0,-212.0,16169.0,26351.0,0.0,0.0,0.0,32065.0,36433.0,166952.0,0.0
103479.0,1.0,0.0,0.0,21.0,4.0,-2.0,4.0,-0.0,-2.0,0.0,99425.0,94346.0,-200.0,92292.0,32696.0,-331.0,0.0,169558.0,0.0,0.0,0.0,126383.0,0.0
10000.0,1.0,0.0,0.0,33.0,2.0,-1.0,1.0,2.0,-2.0,-1.0,-81.0,125162.0,-200.0,76167.0,11463.0,80841.0,37575.0,0.0,0.0,324747.0,0.0,22619.0,0.0
196862.0,1.0,0.0,1.0,21.0,3.0,-2.0,3.0,-1.0,-2.0,-2.0,24530.0,75752.0,-200.0,-212.0,61588.0,37201.0,0.0,69303.0,0.0,11796.0,149991.0,412318.0,0.0
207921.0,1.0,0.0,0.0,21.0,3.0,-2.0,2.0,5.0,-2.0,-2.0,162303.0,142520.0,-200.0,132230.0,-232.0,22265.0,0.0,0.0,0.0,289267.0,27800.0,0.0,0.0
10000.0,1.0,0.0,0.0,21.0,2.0,-2.0,2.0,2.0,-2.0,0.0,184407.0,156181.0,-200.0,15391.0,-232.0,-331.0,0.0,0.0,0.0,87023.0,0.0,55637.0,0.0
385736.0,1.0,0.0,0.0,24.0,2.0,-1.0,1.0,4.0,-2.0,-2.0,132321.0,45587.0,-200.0,12814.0,-232.0,11939.0,0.0,0.0,0.0,70069.0,119795.0,152253.0,0.0
10000.0,1.0,0.0,1.0,28.0,6.0,-2.0,3.0,-2.0,-2.0,-1.0,-81.0,228633.0,-200.0,69883.0,106662.0,46732.0,190178.0,0.0,0.0,496342.0,111392.0,13716.0,1.0
10000.0,1.0,0.0,1.0,29.0,5.0,-2.0,4.0,4.0,-2.0,-2.0,-81.0,209797.0,-200.0,100702.0,-232.0,40147.0,0.0,0.0,0.0,546523.0,0.0,0.0,0.0
163510.0,1.0,0.0,0.0,31.0,0.0,-1.0,-0.0,0.0,-2.0,-1.0,7952.0,77373.0,-200.0,7198.0,44684.0,34376.0,0.0,0.0,0.0,43292.0,7896.0,147244.0,0.0
10000.0,1.0,1.0,2.0,39.0,2.0,-2.0,3.0,2.0,-2.0,-2.0,-81.0,195209.0,-200.0,120635.0,12459.0,136300.0,0.0,0.0,0.0,754111.0,0.0,93390.0,1.0
90866.0,1.0,0.0,1.0,28.0,2.0,-0.0,2.0,1.0,-2.0,-2.0,-81.0,139309.0,-200.0,775.0,38297.0,10643.0,0.0,0.0,0.0,217611.0,10694.0,233952.0,0.0
38945.0,1.0,0.0,0.0,32.0,0.0,-2.0,-0.0,0.0,-2.0,-1.0,-81.0,81652.0,-200.0,53829.0,44433.0,79282.0,11600.0,0.0,0.0,167402.0,0.0,80283.0,0.0
35196.0,1.0,2.0,2.0,39.0,0.0,0.0,2.0,6.0,-2.0,-2.0,-81.0,125755.0,-200.0,35088.0,-232.0,45296.0,0.0,0.0,0.0,427464.0,0.0,272623.0,0.0
10000.0,1.0,0.0,0.0,34.0,1.0,0.0,0.0,3.0,-2.0,-2.0,-81.0,105849.0,-200.0,8864.0,-232.0,16833.0,0.0,0.0,0.0,142181.0,0.0,27123.0,0.0
10000.0,1.0,1.0,1.0,32.0,5.0,-2.0,3.0,3.0,-2.0,-2.0,-81.0,123663.0,-200.0,-212.0,-232.0,104035.0,152768.0,0.0,0.0,337017.0,154688.0,395310.0,1.0
53014.0,1.0,0.0,0.0,22.0,2.0,-2.0,1.0,3.0,-2.0,-2.0,151663.0,150178.0,-200.0,73599.0,-232.0,-331.0,0.0,0.0,0.0,67514.0,0.0,0.0,0.0
206081.0,1.0,1.0,2.0,35.0,-1.0,-2.0,1.0,2.0,-2.0,-2.0,-81.0,78724.0,-200.0,67932.0,47889.0,132723.0,0.0,0.0,0.0,401244.0,0.0,272340.0,0.0
270852.0,1.0,0.0,0.0,32.0,1.0,-0.0,0.0,1.0,-2.0,-2.0,29528.0,79438.0,-200.0,30466.0,45421.0,42722.0,13250.0,0.0,0.0,202803.0,28959.0,21583.0,0.0
133421.0,1.0,0.0,0.0,29.0,-1.0,-2.0,1.0,0.0,-2.0,-2.0,33579.0,134693.0,-200.0,-75.0,35756.0,48110.0,0.0,0.0,0.0,195431.0,26522.0,106122.0,0.0
10000.0,1.0,1.0,0.0,22.0,1.0,-2.0,4.0,3.0,-2.0,-2.0,94874.0,148606.0,-200.0,182230.0,-232.0,24160.0,0.0,0.0,0.0,308018.0,0.0,0.0,0.0
541468.0,1.0,0.0,0.0,25.0,3.0,-2.0,-1.0,5.0,-2.0,-2.0,63891.0,92894.0,-200.0,40299.0,-232.0,-331.0,0.0,97624.0,0.0,72600.0,39827.0,0.0,0.0
133650.0,1.0,0.0,1.0,22.0,1.0,-2.0,3.0,1.0,-2.0,-2.0,12476.0,224353.0,-200.0,138882.0,-232.0,12789.0,0.0,0.0,0.0,412859.0,52581.0,128484.0,1.0
411098.0,1.0,0.0,0.0,23.0,5.0,3.0,2.0,9.0,-2.0,-1.0,132864.0,181240.0,-200.0,75322.0,-232.0,-331.0,0.0,0.0,0.0,211513.0,0.0,0.0,0.0
107129.0,1.0,0.0,0.0,21.0,0.0,-2.0,3.0,3.0,-2.0,0.0,260094.0,143196.0,-200.0,51367.0,-232.0,-331.0,0.0,0.0,0.0,120036.0,0.0,18894.0,0.0
10000.0,1.0,0.0,1.0,21.0,2.0,-2.0,2.0,-1.0,-2.0,0.0,69157.0,137954.0,-200.0,127871.0,27687.0,2898.0,0.0,0.0,0.0,161434.0,0.0,75474.0,0.0
10000.0,1.0,0.0,0.0,21.0,4.0,-2.0,2.0,1.0,-2.0,2.0,156232.0,188494.0,-200.0,170866.0,-232.0,-331.0,0.0,0.0,0.0,86744.0,0.0,0.0,0.0
170615.0,1.0,0.0,1.0,40.0,-0.0,-2.0,-1.0,1.0,-2.0,-2.0,-81.0,101396.0,-200.0,-212.0,16183.0,24898.0,0.0,0.0,0.0,150350.0,69624.0,149279.0,0.0
304502.0,1.0,0.0,0.0,27.0,-1.0,-2.0,2.0,5.0,-2.0,-2.0,81027.0,116887.0,-200.0,45792.0,-232.0,66047.0,0.0,0.0,0.0,319392.0,0.0,0.0,0.0
10000.0,1.0,0.0,1.0,21.0,2.0,-2.0,3.0,-1.0,-2.0,-1.0,94059.0,153636.0,-200.0,25834.0,16838.0,-331.0,0.0,0.0,0.0,79391.0,104893.0,305726.0,0.0
10000.0,1.0,0.0,0.0,31.0,3.0,-2.0,1.0,3.0,-2.0,-2.0,-81.0,104156.0,-200.0,-212.0,-232.0,47666.0,0.0,0.0,0.0,146492.0,13739.0,200539.0,0.0
46055.0,1.0,0.0,0.0,28.0,4.0,-2.0,1.0,1.0,-2.0,-2.0,-81.0,117600.0,-200.0,56004.0,44464.0,40279.0,202910.0,0.0,0.0,224024.0,0.0,0.0,0.0
10000.0,1.0,0.0,0.0,21.0,3.0,-2.0,3.0,-1.0,-2.0,2.0,151012.0,180753.0,-200.0,150869.0,3685.0,-331.0,0.0,0.0,0.0,133406.0,0.0,0.0,0.0
66417.0,1.0,0.0,0.0,28.0,2.0,-2.0,4.0,2.0,-2.0,-2.0,-81.0,177531.0,-200.0,-212.0,6758.0,85238.0,8659.0,0.0,0.0,311986.0,324693.0,360390.0,1.0
10000.0,1.0,1.0,0.0,30.0,-0.0,-2.0,1.0,1.0,-2.0,-0.0,4050.0,142286.0,-200.0,140431.0,-232.0,31103.0,0.0,0.0,0.0,262064.0,0.0,86309.0,0.0
187954.0,1.0,0.0,0.0,34.0,3.0,-2.0,1.0,0.0,-2.0,-2.0,-81.0,109386.0,-200.0,35653.0,105989.0,157397.0,280328.0,0.0,0.0,485034.0,68023.0,0.0,0.0
10000.0,1.0,2.0,1.0,36.0,0.0,1.0,3.0,4.0,-2.0,-2.0,-81.0,158343.0,-200.0,123785.0,-232.0,49951.0,0.0,0.0,0.0,526945.0,0.0,165902.0,0.0
217447.0,1.0,0.0,1.0,21.0,6.0,-2.0,4.0,-2.0,-2.0,0.0,39951.0,82857.0,-200.0,39804.0,114273.0,38393.0,5327.0,132756.0,0.0,2002.0,137913.0,331443.0,0.0
201618.0,1.0,0.0,0.0,31.0,1.0,-2.0,-1.0,3.0,-2.0,-2.0,43865.0,57261.0,-200.0,-212.0,-232.0,35449.0,0.0,0.0,0.0,0.0,58431.0,113859.0,0.0
356725.0,1.0,0.0,0.0,26.0,1.0,-0.0,1.0,1.0,-2.0,-1.0,68904.0,86514.0,-200.0,36904.0,27764.0,-331.0,0.0,0.0,0.0,94300.0,47920.0,83156.0,0.0
257036.0,1.0,0.0,0.0,21.0,6.0,-1.0,5.0,-1.0,-2.0,1.0,88075.0,92370.0,-200.0,49213.0,71736.0,-331.0,0.0,21685.0,0.0,99254.0,177660.0,319866.0,0.0
347405.0,1.0,0.0,0.0,27.0,4.0,-2.0,3.0,3.0,-2.0,-2.0,-81.0,123990.0,-200.0,70260.0,56363.0,124362.0,209340.0,0.0,0.0,589499.0,116657.0,0.0,0.0
101898.0,1.0,0.0,1.0,28.0,1.0,-2.0,2.0,2.0,-2.0,-2.0,7939.0,176820.0,-200.0,74752.0,13872.0,45134.0,0.0,0.0,0.0,381375.0,20052.0,0.0,0.0
206548.0,1.0,0.0,0.0,25.0,2.0,-2.0,1.0,1.0,-2.0,-2.0,68172.0,124056.0,-200.0,34722.0,29833.0,46462.0,54942.0,0.0,0.0,192788.0,0.0,0.0,0.0
167098.0,1.0,0.0,0.0,28.0,4.0,-2.0,1.0,2.0,-2.0,-2.0,-81.0,97324.0,-200.0,-212.0,28309.0,79963.0,122198.0,0.0,0.0,224598.0,80601.0,88842.0,0.0
107496.0,1.0,0.0,0.0,21.0,4.0,-2.0,4.0,0.0,-2.0,-0.0,89632.0,91131.0,-200.0,22504.0,14761.0,19383.0,0.0,0.0,0.0,0.0,108386.0,280197.0,0.0
179534.0,1.0,0.0,0.0,27.0,4.0,-2.0,2.0,-0.0,-2.0,-2.0,-81.0,133176.0,-200.0,52124.0,106504.0,121756.0,226131.0,0.0,0.0,418636.0,79426.0,0.0,0.0
10000.0,1.0,0.0,0.0,21.0,6.0,-2.0,4.0,4.0,-2.0,-2.0,371591.0,38041.0,-200.0,83657.0,-232.0,-331.0,0.0,0.0,0.0,0.0,26794.0,169818.0,0.0
297098.0,1.0,1.0,0.0,31.0,4.0,3.0,4.0,5.0,-2.0,-2.0,-81.0,134344.0,-200.0,13920.0,3539.0,-331.0,0.0,0.0,0.0,467368.0,0.0,5243.0,0.0
325134.0,1.0,0.0,0.0,32.0,1.0,-1.0,-1.0,6.0,-2.0,-2.0,590.0,133349.0,-200.0,61316.0,-232.0,-331.0,0.0,0.0,0.0,154285.0,0.0,0.0,0.0
10000.0,1.0,0.0,0.0,22.0,2.0,-2.0,1.0,1.0,-2.0,-1.0,105748.0,83584.0,-200.0,95989.0,-232.0,46032.0,0.0,0.0,0.0,74926.0,0.0,43945.0,0.0
10000.0,1.0,0.0,0.0,21.0,7.0,-2.0,6.0,-0.0,-2.0,-0.0,224942.0,120457.0,-200.0,5767.0,-232.0,51051.0,103965.0,0.0,0.0,0.0,137228.0,158133.0,0.0
273905.0,1.0,2.0,1.0,23.0,0.0,1.0,5.0,3.0,-2.0,-2.0,93821.0,98748.0,-200.0,155013.0,9665.0,-331.0,0.0,0.0,0.0,390701.0,0.0,221892.0,0.0
10000.0,1.0,0.0,0.0,33.0,5.0,-1.0,3.0,3.0,-2.0,-2.0,-81.0,163164.0,-200.0,31978.0,26686.0,102535.0,255129.0,0.0,0.0,540568.0,0.0,0.0,0.0
10000.0,1.0,1.0,1.0,23.0,-0.0,-2.0,2.0,0.0,-2.0,1.0,119936.0,162461.0,-200.0,204791.0,-232.0,-331.0,0.0,0.0,0.0,288586.0,0.0,137037.0,0.0
92152.0,1.0,1.0,1.0,36.0,1.0,-2.0,1.0,0.0,-2.0,-2.0,-81.0,140030.0,-200.0,-212.0,62786.0,43457.0,0.0,0.0,0.0,292395.0,96252.0,238342.0,0.0
77198.0,1.0,0.0,1.0,21.0,1.0,-1.0,3.0,1.0,-2.0,0.0,117538.0,142677.0,-200.0,105337.0,1556.0,-331.0,0.0,0.0,0.0,179626.0,0.0,130168.0,0.0
264981.0,1.0,0.0,0.0,36.0,4.0,-0.0,0.0,7.0,-2.0,-2.0,-81.0,169394.0,-200.0,-212.0,-232.0,5733.0,0.0,0.0,0.0,347929.0,1869.0,0.0,0.0
258211.0,1.0,0.0,1.0,36.0,1.0,-2.0,-0.0,1.0,-2.0,-2.0,-81.0,124245.0,-200.0,-212.0,48319.0,66664.0,0.0,0.0,0.0,296240.0,85124.0,25156.0,0.0
197307.0,1.0,0.0,0.0,23.0,-0.0,-0.0,2.0,2.0,-2.0,-0.0,171035.0,124238.0,-200.0,125653.0,-232.0,-331.0,0.0,0.0,0.0,224697.0,0.0,132036.0,0.0
179096.0,1.0,0.0,0.0,31.0,1.0,-2.0,2.0,3.0,-2.0,-2.0,596.0,129157.0,-200.0,48000.0,18403.0,92423.0,0.0,0.0,0.0,425053.0,0.0,0.0,0.0
177631.0,1.0,0.0,0.0,31.0,-0.0,0.0,-1.0,1.0,-2.0,-1.0,58456.0,55011.0,-200.0,11173.0,21816.0,40311.0,0.0,0.0,0.0,49056.0,0.0,92195.0,0.0
165927.0,1.0,0.0,1.0,38.0,1.0,-2.0,-0.0,2.0,-2.0,-2.0,-81.0,136670.0,-200.0,-212.0,11787.0,34362.0,0.0,0.0,0.0,261680.0,69239.0,58684.0,0.0
90059.0,1.0,0.0,0.0,21.0,4.0,-2.0,3.0,3.0,-2.0,-2.0,168445.0,256189.0,-200.0,70936.0,-232.0,-331.0,0.0,0.0,0.0,274450.0,95647.0,0.0,1.0
110283.0,1.0,0.0,0.0,32.0,-2.0,-2.0,0.0,1.0,-2.0,-2.0,12176.0,82180.0,-200.0,14464.0,27430.0,64859.0,0.0,0.0,0.0,119205.0,0.0,167994.0,0.0
404556.0,1.0,0.0,0.0,26.0,0.0,1.0,2.0,3.0,-2.0,-2.0,93776.0,65308.0,-200.0,63373.0,-232.0,1316.0,0.0,0.0,0.0,178692.0,19944.0,171611.0,0.0
10000.0,1.0,0.0,0.0,21.0,4.0,-2.0,3.0,2.0,-2.0,1.0,68569.0,156817.0,-200.0,139633.0,-232.0,49109.0,53005.0,0.0,0.0,258840.0,0.0,557.0,0.0
130624.0,1.0,0.0,0.0,30.0,5.0,-2.0,1.0,3.0,-2.0,-2.0,-81.0,77427.0,-200.0,-212.0,9172.0,143834.0,307417.0,0.0,0.0,314330.0,41062.0,0.0,0.0
790339.0,1.0,0.0,0.0,21.0,3.0,1.0,5.0,4.0,-2.0,-2.0,157948.0,73856.0,-200.0,6044.0,85455.0,15827.0,0.0,0.0,124084.0,503376.0,234189.0,128629.0,0.0
496122.0,1.0,0.0,1.0,21.0,4.0,-2.0,4.0,-0.0,-2.0,-2.0,52662.0,145397.0,-200.0,50390.0,118530.0,63990.0,0.0,0.0,0.0,401196.0,113469.0,0.0,0.0
10000.0,1.0,0.0,0.0,23.0,4.0,-2.0,2.0,1.0,-2.0,-0.0,86198.0,153660.0,-200.0,106218.0,-232.0,-331.0,44735.0,0.0,0.0,142565.0,0.0,0.0,0.0
306042.0,1.0,0.0,0.0,30.0,-1.0,0.0,1.0,4.0,-2.0,-2.0,93468.0,76359.0,-200.0,58544.0,-232.0,12106.0,0.0,0.0,0.0,177008.0,0.0,58237.0,0.0
10000.0,1.0,1.0,2.0,22.0,3.0,-2.0,5.0,-0.0,-2.0,-2.0,-81.0,135653.0,-200.0,46191.0,60518.0,84299.0,0.0,0.0,0.0,351164.0,29671.0,393294.0,1.0
10000.0,1.0,0.0,0.0,25.0,3.0,-0.0,2.0,3.0,-2.0,-0.0,81892.0,133735.0,-200.0,73253.0,-232.0,-331.0,0.0,0.0,0.0,83244.0,0.0,0.0,0.0
114713.0,1.0,0.0,1.0,35.0,-1.0,-1.0,-0.0,2.0,-2.0,-2.0,-81.0,70837.0,-200.0,45815.0,-232.0,52968.0,0.0,0.0,0.0,135586.0,0.0,147851.0,0.0
222110.0,1.0,0.0,1.0,37.0,0.0,-2.0,-1.0,3.0,-2.0,-2.0,-81.0,97975.0,-200.0,-212.0,-232.0,8094.0,0.0,0.0,0.0,97159.0,62109.0,117968.0,0.0
41637.0,1.0,1.0,1.0,29.0,-2.0,-2.0,3.0,3.0,-2.0,-2.0,11408.0,135969.0,1800.0,41279.0,-232.0,57909.0,0.0,0.0,0.0,278484.0,0.0,219328.0,0.0
10000.0,1.0,0.0,0.0,26.0,4.0,-2.0,2.0,-0.0,-2.0,-2.0,4202.0,156927.0,-200.0,10657.0,34495.0,89919.0,205859.0,0.0,0.0,331292.0,65441.0,0.0,0.0
56077.0,1.0,0.0,0.0,33.0,1.0,-1.0,3.0,6.0,-2.0,-2.0,-81.0,216877.0,-200.0,-212.0,-232.0,26145.0,0.0,0.0,0.0,495172.0,0.0,0.0,0.0
28976.0,1.0,2.0,1.0,35.0,-0.0,-1.0,1.0,5.0,-2.0,-2.0,-81.0,103596.0,-200.0,70592.0,-232.0,12804.0,0.0,0.0,0.0,213315.0,0.0,88729.0,0.0
10000.0,1.0,0.0,0.0,36.0,4.0,-2.0,1.0,-1.0,-2.0,-2.0,-81.0,154605.0,-200.0,8415.0,114207.0,99581.0,330881.0,0.0,0.0,424158.0,119244.0,0.0,0.0
242183.0,1.0,0.0,0.0,30.0,1.0,-2.0,-1.0,0.0,-2.0,-2.0,7669.0,73375.0,-200.0,5795.0,59517.0,85571.0,106994.0,0.0,0.0,154568.0,5453.0,0.0,0.0
471352.0,1.0,0.0,0.0,30.0,1.0,-2.0,-2.0,4.0,-2.0,-2.0,17658.0,80796.0,-200.0,30610.0,-232.0,37648.0,0.0,0.0,0.0,107706.0,46413.0,0.0,0.0
10000.0,1.0,0.0,0.0,21.0,3.0,-2.0,3.0,3.0,-2.0,-1.0,149358.0,95359.0,-200.0,29475.0,-232.0,9451.0,96792.0,0.0,0.0,27710.0,0.0,19876.0,0.0
64065.0,1.0,0.0,0.0,29.0,3.0,-2.0,1.0,1.0,-2.0,-2.0,-81.0,128600.0,-200.0,16450.0,46551.0,64817.0,149746.0,0.0,0.0,258715.0,25066.0,0.0,0.0
25468.0,1.0,0.0,0.0,25.0,0.0,-2.0,0.0,2.0,-2.0,-0.0,148054.0,172279.0,-200.0,131895.0,-232.0,-331.0,0.0,0.0,0.0,155036.0,0.0,10471.0,0.0
10000.0,1.0,0.0,1.0,21.0,6.0,-2.0,5.0,-2.0,-2.0,-1.0,18488.0,212840.0,-200.0,39685.0,87434.0,14969.0,0.0,0.0,0.0,280269.0,218363.0,204556.0,1.0
235437.0,1.0,0.0,0.0,37.0,1.0,-2.0,-1.0,1.0,-2.0,-2.0,-81.0,85358.0,-200.0,-212.0,62703.0,80600.0,76714.0,0.0,0.0,226706.0,70320.0,66805.0,0.0
103828.0,1.0,2.0,1.0,40.0,-2.0,-2.0,-0.0,2.0,-2.0,-2.0,-81.0,91343.0,-200.0,20019.0,4791.0,35236.0,0.0,0.0,0.0,190381.0,14543.0,275781.0,0.0
142564.0,1.0,0.0,1.0,25.0,4.0,-2.0,3.0,1.0,-2.0,-2.0,-81.0,169296.0,-200.0,-212.0,61136.0,63195.0,50791.0,0.0,0.0,374044.0,18353.0,11544.0,0.0
47371.0,1.0,1.0,1.0,28.0,-1.0,-2.0,2.0,0.0,-2.0,-2.0,-81.0,103212.0,-200.0,94734.0,27438.0,50575.0,0.0,0.0,0.0,195872.0,0.0,300950.0,0.0
10000.0,1.0,0.0,0.0,23.0,2.0,-2.0,-0.0,-0.0,-2.0,2.0,111309.0,172010.0,-200.0,111658.0,-232.0,-331.0,0.0,0.0,0.0,80715.0,0.0,0.0,0.0
82243.0,1.0,0.0,0.0,36.0,4.0,4.0,2.0,5.0,-2.0,-2.0,-81.0,146530.0,-200.0,-212.0,-232.0,25426.0,10291.0,0.0,0.0,422552.0,0.0,0.0,0.0
100941.0,1.0,0.0,0.0,30.0,2.0,-2.0,1.0,2.0,-2.0,-2.0,22361.0,116612.0,-200.0,33711.0,6590.0,25101.0,8572.0,0.0,0.0,186157.0,0.0,0.0,0.0
10000.0,1.0,1.0,1.0,21.0,1.0,-2.0,6.0,2.0,-2.0,-0.0,26244.0,155607.0,-200.0,121628.0,-232.0,7680.0,0.0,0.0,0.0,246974.0,0.0,164196.0,0.0
53786.0,1.0,0.0,0.0,21.0,6.0,-2.0,5.0,0.0,-2.0,1.0,243974.0,131728.0,-200.0,53132.0,-232.0,5765.0,0.0,0.0,0.0,0.0,152486.0,269328.0,1.0
10000.0,1.0,0.0,0.0,21.0,3.0,-2.0,6.0,1.0,-2.0,1.0,195860.0,147608.0,-200.0,66316.0,-232.0,15793.0,0.0,0.0,0.0,124465.0,20913.0,145734.0,0.0
127459.0,1.0,0.0,0.0,32.0,1.0,-2.0,1.0,0.0,-2.0,-2.0,-81.0,97487.0,-200.0,42084.0,78982.0,120018.0,74938.0,0.0,0.0,344184.0,14265.0,84686.0,0.0
101111.0,1.0,0.0,0.0,21.0,3.0,-2.0,3.0,1.0,-2.0,-0.0,110544.0,102352.0,-200.0,67049.0,17982.0,-331.0,0.0,5592.0,0.0,0.0,0.0,13560.0,0.0
10000.0,1.0,0.0,0.0,21.0,4.0,-2.0,2.0,-1.0,-2.0,0.0,148522.0,121366.0,-200.0,76037.0,2127.0,-331.0,0.0,0.0,0.0,0.0,27079.0,149113.0,0.0
51134.0,1.0,0.0,0.0,27.0,2.0,-2.0,1.0,-1.0,-2.0,0.0,-81.0,108890.0,-200.0,73320.0,72905.0,61188.0,38640.0,0.0,0.0,185209.0,23184.0,111708.0,0.0
10000.0,1.0,0.0,0.0,21.0,5.0,-2.0,4.0,1.0,-2.0,-1.0,257999.0,76610.0,-200.0,6878.0,-232.0,39247.0,0.0,0.0,0.0,0.0,128500.0,325663.0,0.0
544153.0,1.0,0.0,0.0,28.0,-2.0,0.0,4.0,4.0,-2.0,-2.0,94285.0,85092.0,-200.0,34871.0,48985.0,51683.0,0.0,0.0,24883.0,428955.0,35016.0,187733.0,0.0
62040.0,1.0,2.0,1.0,38.0,-1.0,-2.0,0.0,3.0,-2.0,-2.0,-81.0,99967.0,-200.0,28822.0,-232.0,11309.0,0.0,0.0,0.0,154809.0,0.0,156867.0,0.0
10000.0,1.0,0.0,0.0,21.0,4.0,-2.0,2.0,-2.0,-2.0,2.0,101857.0,159999.0,-200.0,114834.0,27600.0,-331.0,0.0,0.0,0.0,115582.0,9632.0,35126.0,0.0
177843.0,1.0,0.0,1.0,21.0,6.0,-2.0,4.0,-2.0,-2.0,-1.0,54533.0,163570.0,-200.0,73602.0,87945.0,-331.0,0.0,287729.0,0.0,140003.0,140658.0,218064.0,1.0
14946.0,1.0,0.0,0.0,25.0,3.0,-2.0,-0.0,1.0,-2.0,-1.0,70380.0,106919.0,-200.0,45029.0,-232.0,34198.0,6826.0,0.0,0.0,81009.0,8920.0,0.0,0.0
457159.0,1.0,0.0,0.0,29.0,0.0,-2.0,3.0,4.0,-2.0,-2.0,27160.0,160343.0,-200.0,54686.0,34621.0,101178.0,0.0,0.0,0.0,615782.0,89730.0,0.0,0.0
152171.0,1.0,0.0,0.0,23.0,3.0,-2.0,-0.0,4.0,-2.0,-2.0,161092.0,80060.0,-200.0,45406.0,-232.0,-331.0,0.0,0.0,0.0,0.0,54344.0,29065.0,0.0
319369.0,1.0,0.0,0.0,21.0,6.0,1.0,4.0,9.0,-2.0,-2.0,168925.0,181506.0,-200.0,65698.0,-232.0,-331.0,0.0,0.0,0.0,371693.0,0.0,0.0,0.0
210072.0,1.0,1.0,0.0,28.0,2.0,2.0,3.0,5.0,-2.0,-2.0,135848.0,111099.0,-200.0,64843.0,-232.0,-331.0,0.0,0.0,0.0,228025.0,0.0,0.0,0.0
10000.0,1.0,0.0,0.0,21.0,2.0,-2.0,2.0,1.0,-2.0,-0.0,157922.0,143573.0,-200.0,139028.0,-232.0,24626.0,0.0,0.0,0.0,267632.0,0.0,74928.0,0.0
